label,text_a,segmented_text,pos_result,dependency_result
0,我是一名资深的网络潜水员，喜欢在论坛上看护肤、理财等等。在网上经常看到一猫一菩提的精彩文章，深深地被她感染，成为一名不折不扣的猫迷。《31岁小美女养颜经》向我们展示了一个与众不同的护肤、养生、调养的新世界。她教会我们，可以从名贵繁杂的护肤品中解脱出来，用一些日常生活用品护肤；通过一些日常小动作健身；调理身体，以内养外；还教给我们，如何轻松自如地度过女人一生最宝贵的经历---怀孕生子。总而言之，这本书是女人的好朋友。,"[['我', '是', '一', '名', '资深', '的', '网络', '潜水员', '，', '喜欢', '在', '论坛', '上', '看', '护肤', '、', '理财', '等等', '。', '在', '网上', '经常', '看到', '一', '猫', '一', '菩提', '的', '精彩', '文章', '，', '深深地', '被', '她', '感染', '，', '成为', '一', '名', '不折不扣', '的', '猫迷', '。', '《', '31', '岁', '小', '美女', '养颜经', '》', '向', '我们', '展示', '了', '一个', '与众不同', '的', '护肤', '、', '养生', '、', '调养', '的', '新', '世界', '。', '她', '教会', '我们', '，', '可以', '从', '名贵', '繁杂', '的', '护肤品', '中', '解脱', '出来', '，', '用', '一些', '日常', '生活', '用品', '护肤', '；', '通过', '一些', '日常', '小', '动作', '健身', '；', '调理', '身体', '，', '以', '内', '养', '外', '；', '还', '教给', '我们', '，', '如何', '轻松', '自如', '地', '度过', '女人', '一生', '最', '宝贵', '的', '经历', '---', '怀孕', '生子', '。', '总而言之', '，', '这', '本', '书', '是', '女人', '的', '好朋友', '。']]","[['r', 'v', 'm', 'q', 'b', 'u', 'n', 'n', 'w', 'v', 'p', 'n', 'f', 'v', 'v', 'w', 'v', 'u', 'w', 'p', 's', 'd', 'v', 'm', 'n', 'm', 'n', 'u', 'a', 'n', 'w', 'z', 'p', 'r', 'v', 'w', 'v', 'm', 'q', 'i', 'u', 'n', 'w', 'w', 'm', 'q', 'a', 'n', 'n', 'w', 'p', 'r', 'v', 'u', 'm', 'i', 'u', 'v', 'w', 'v', 'w', 'v', 'u', 'a', 'n', 'w', 'r', 'v', 'r', 'w', 'v', 'p', 'a', 'a', 'u', 'n', 'f', 'v', 'v', 'w', 'p', 'm', 'b', 'vn', 'n', 'v', 'w', 'p', 'm', 'b', 'a', 'n', 'v', 'w', 'v', 'n', 'w', 'p', 'f', 'v', 'f', 'w', 'd', 'v', 'r', 'w', 'r', 'a', 'a', 'u', 'v', 'n', 'n', 'd', 'a', 'u', 'n', 'w', 'v', 'v', 'w', 'c', 'w', 'r', 'q', 'n', 'v', 'n', 'u', 'n', 'w']]","[[(1, 'nsubj'), (-1, 'root'), (3, 'nummod'), (7, 'clf'), (7, 'assmod'), (4, 'assm'), (7, 'nn'), (1, 'attr'), (1, 'punct'), (1, 'conj'), (13, 'prep'), (12, 'lobj'), (10, 'plmod'), (9, 'ccomp'), (16, 'conj'), (16, 'punct'), (13, 'dobj'), (16, 'etc'), (1, 'punct'), (22, 'prep'), (19, 'pobj'), (22, 'advmod'), (1, 'conj'), (24, 'nummod'), (26, 'nn'), (26, 'nummod'), (29, 'assmod'), (26, 'assm'), (29, 'amod'), (22, 'dobj'), (22, 'punct'), (32, 'advmod'), (1, 'conj'), (34, 'nsubj'), (32, 'dep'), (34, 'punct'), (34, 'dep'), (38, 'nummod'), (41, 'clf'), (41, 'rcmod'), (39, 'cpm'), (36, 'dobj'), (1, 'punct'), (48, 'punct'), (45, 'nummod'), (47, 'clf'), (47, 'amod'), (48, 'nn'), (52, 'nsubj'), (48, 'punct'), (52, 'prep'), (50, 'pobj'), (1, 'conj'), (52, 'asp'), (52, 'dep'), (64, 'rcmod'), (55, 'cpm'), (64, 'rcmod'), (57, 'punct'), (61, 'conj'), (61, 'punct'), (57, 'dep'), (57, 'cpm'), (64, 'amod'), (52, 'dobj'), (1, 'punct'), (67, 'nsubj'), (1, 'conj'), (67, 'dobj'), (67, 'punct'), (77, 'mmod'), (77, 'prep'), (75, 'rcmod'), (72, 'comod'), (72, 'cpm'), (76, 'lobj'), (71, 'plmod'), (67, 'dep'), (77, 'rcomp'), (77, 'punct'), (85, 'prep'), (84, 'nummod'), (84, 'amod'), (84, 'nn'), (80, 'pobj'), (77, 'dep'), (77, 'punct'), (92, 'prep'), (91, 'nummod'), (91, 'amod'), (91, 'amod'), (87, 'pobj'), (77, 'conj'), (92, 'punct'), (92, 'dep'), (94, 'dobj'), (92, 'punct'), (99, 'prep'), (97, 'pobj'), (92, 'dep'), (99, 'dobj'), (103, 'punct'), (103, 'advmod'), (92, 'dep'), (103, 'dobj'), (67, 'punct'), (110, 'advmod'), (110, 'dvpmod'), (107, 'comod'), (107, 'dvpm'), (67, 'dep'), (112, 'nn'), (116, 'nn'), (114, 'advmod'), (116, 'rcmod'), (114, 'cpm'), (110, 'dobj'), (67, 'punct'), (67, 'dep'), (118, 'comod'), (1, 'punct'), (126, 'advmod'), (126, 'punct'), (125, 'det'), (123, 'clf'), (126, 'top'), (1, 'conj'), (129, 'assmod'), (127, 'assm'), (126, 'attr'), (1, 'punct')]]"
0,"酒店根本没有四星,整个楼里找不到几个服务生,而且服务生没有礼貌,从不打招呼;房间的门又不太密封,下面离地有近十公分的的距离,晚上睡觉关了灯,外面的灯光反射到房间里面,亮得不得了;早餐时取煎鸡蛋或面条等现烧的食物也没人排队,大家抢,谁下手快就得手,服务生也不引导,混乱!","[['酒店', '根本', '没有', '四', '星', ',', '整个', '楼', '里', '找', '不到', '几个', '服务生', ',', '而且', '服务生', '没有', '礼貌', ',', '从不', '打招呼', ';', '房间', '的', '门', '又', '不太', '密封', ',', '下面', '离地', '有', '近', '十', '公分', '的', '的', '距离', ',', '晚上', '睡觉', '关', '了', '灯', ',', '外面', '的', '灯光', '反射', '到', '房间', '里面', ',', '亮', '得', '不得了', ';', '早餐', '时', '取', '煎', '鸡蛋', '或', '面条', '等', '现', '烧', '的', '食物', '也', '没人', '排队', ',', '大家', '抢', ',', '谁', '下手', '快', '就', '得手', ',', '服务生', '也', '不', '引导', ',', '混乱', '!']]","[['n', 'd', 'v', 'm', 'n', 'w', 'b', 'n', 'f', 'v', 'v', 'm', 'n', 'w', 'c', 'n', 'v', 'an', 'w', 'd', 'v', 'w', 'n', 'u', 'n', 'd', 'd', 'v', 'w', 'f', 'v', 'v', 'a', 'm', 'q', 'u', 'u', 'n', 'w', 't', 'v', 'v', 'u', 'n', 'w', 'f', 'u', 'n', 'v', 'v', 'n', 'f', 'w', 'a', 'u', 'l', 'w', 'n', 'Ng', 'v', 'v', 'n', 'c', 'n', 'u', 'Tg', 'v', 'u', 'n', 'd', 'v', 'v', 'w', 'r', 'v', 'w', 'r', 'v', 'd', 'd', 'v', 'w', 'n', 'd', 'd', 'v', 'w', 'a', 'w']]","[[(2, 'nsubj'), (2, 'advmod'), (-1, 'root'), (4, 'nummod'), (2, 'dobj'), (2, 'punct'), (7, 'det'), (8, 'lobj'), (9, 'loc'), (2, 'conj'), (9, 'dep'), (12, 'nummod'), (9, 'dobj'), (2, 'punct'), (2, 'cc'), (16, 'nsubj'), (2, 'conj'), (16, 'dobj'), (16, 'punct'), (20, 'advmod'), (16, 'conj'), (2, 'punct'), (24, 'assmod'), (22, 'assm'), (27, 'nsubj'), (27, 'advmod'), (27, 'advmod'), (2, 'conj'), (2, 'punct'), (31, 'nsubj'), (31, 'advmod'), (2, 'conj'), (34, 'advmod'), (34, 'nummod'), (37, 'assmod'), (34, 'assm'), (34, 'assm'), (31, 'dobj'), (2, 'punct'), (40, 'tmod'), (41, 'conj'), (2, 'conj'), (41, 'asp'), (41, 'dobj'), (2, 'punct'), (47, 'assmod'), (45, 'assm'), (48, 'nsubj'), (2, 'conj'), (48, 'rcomp'), (51, 'nn'), (48, 'dobj'), (2, 'punct'), (55, 'dep'), (55, 'dep'), (2, 'conj'), (2, 'punct'), (58, 'lobj'), (59, 'loc'), (2, 'conj'), (63, 'rcmod'), (63, 'conj'), (63, 'cc'), (59, 'dobj'), (63, 'etc'), (66, 'advmod'), (68, 'rcmod'), (66, 'cpm'), (59, 'dobj'), (70, 'advmod'), (2, 'conj'), (70, 'dep'), (2, 'punct'), (74, 'nsubj'), (2, 'conj'), (2, 'punct'), (77, 'nsubj'), (78, 'dep'), (80, 'advmod'), (80, 'advmod'), (2, 'conj'), (2, 'punct'), (85, 'nsubj'), (85, 'advmod'), (85, 'neg'), (2, 'conj'), (85, 'punct'), (85, 'dep'), (2, 'punct')]]"
1,"1G内存慢了一点; 反面感觉少一个螺丝,不知本身就没有的, vista不会用,明天就换成XP","[['1G', '内存', '慢了一点', ';', '反面', '感觉', '少', '一', '个', '螺丝', ',', '不', '知', '本身', '就', '没有', '的', ',', 'vista', '不', '会', '用', ',', '明天', '就', '换成', 'XP']]","[['nx', 'n', 'm', 'w', 'd', 'v', 'v', 'm', 'q', 'n', 'w', 'd', 'v', 'r', 'd', 'v', 'u', 'w', 't', 'd', 'v', 'v', 'w', 't', 'd', 'v', 'n']]","[[(1, 'nn'), (2, 'nsubj'), (-1, 'root'), (5, 'punct'), (5, 'advmod'), (2, 'conj'), (5, 'ccomp'), (8, 'nummod'), (9, 'clf'), (6, 'dobj'), (5, 'punct'), (12, 'neg'), (15, 'dep'), (15, 'nsubj'), (15, 'advmod'), (5, 'ccomp'), (15, 'dep'), (15, 'punct'), (21, 'nsubj'), (21, 'neg'), (21, 'mmod'), (15, 'dep'), (5, 'punct'), (25, 'tmod'), (25, 'advmod'), (5, 'conj'), (25, 'dobj')]]"
1,协程价格比较好。下次出差还会住这里。房间还不错。,"[['协程', '价格', '比较', '好', '。', '下次', '出差', '还', '会', '住', '这里', '。', '房间', '还', '不错', '。']]","[['n', 'n', 'd', 'a', 'w', 't', 'v', 'd', 'v', 'v', 'r', 'w', 'n', 'd', 'a', 'w']]","[[(1, 'nn'), (3, 'nsubj'), (3, 'advmod'), (-1, 'root'), (3, 'punct'), (6, 'advmod'), (9, 'dep'), (9, 'advmod'), (9, 'mmod'), (3, 'conj'), (9, 'dobj'), (3, 'punct'), (14, 'nsubj'), (14, 'advmod'), (3, 'conj'), (3, 'punct')]]"
0,1.刚买就跌价，比较郁闷！ 2.用信用卡分期付款方式，操作很漫长，9号下的订单19号才能拿到。大家可以先刷信用卡付款，再致电银行要求分期，更快捷。 3.比较沉 4.如果选用钢琴烤漆就更满意了,"[['1.', '刚', '买', '就', '跌价', '，', '比较', '郁闷', '！', '2.', '用', '信用卡', '分期付款', '方式', '，', '操作', '很', '漫长', '，', '9号', '下', '的', '订单', '19号', '才', '能', '拿到', '。', '大家', '可以', '先', '刷', '信用卡', '付款', '，', '再', '致电', '银行', '要求', '分期', '，', '更', '快捷', '。', '3.', '比较', '沉', '4.', '如果', '选用', '钢琴', '烤漆', '就', '更', '满意', '了']]","[['m', 'd', 'v', 'd', 'v', 'w', 'd', 'a', 'w', 'm', 'p', 'n', 'l', 'n', 'w', 'v', 'd', 'a', 'w', 't', 'v', 'u', 'n', 't', 'd', 'v', 'v', 'w', 'r', 'v', 'd', 'v', 'n', 'v', 'w', 'd', 'v', 'n', 'v', 'v', 'w', 'd', 'z', 'w', 'm', 'd', 'a', 'm', 'c', 'v', 'n', 'n', 'd', 'd', 'v', 'y']]","[[(4, 'dep'), (2, 'advmod'), (4, 'dep'), (4, 'advmod'), (-1, 'root'), (4, 'punct'), (7, 'advmod'), (4, 'dep'), (4, 'punct'), (10, 'dep'), (4, 'dep'), (10, 'pobj'), (13, 'nn'), (10, 'pobj'), (4, 'punct'), (17, 'nsubj'), (17, 'advmod'), (4, 'conj'), (4, 'punct'), (20, 'tmod'), (22, 'rcmod'), (20, 'cpm'), (26, 'nsubj'), (26, 'tmod'), (26, 'advmod'), (26, 'mmod'), (4, 'conj'), (4, 'punct'), (31, 'nsubj'), (31, 'mmod'), (31, 'advmod'), (4, 'conj'), (31, 'dobj'), (31, 'conj'), (31, 'punct'), (36, 'advmod'), (31, 'dep'), (38, 'nsubj'), (31, 'dep'), (38, 'ccomp'), (39, 'punct'), (42, 'advmod'), (39, 'dep'), (4, 'punct'), (46, 'dep'), (46, 'advmod'), (4, 'conj'), (54, 'dep'), (49, 'advmod'), (54, 'dep'), (51, 'nn'), (49, 'dobj'), (54, 'advmod'), (54, 'advmod'), (4, 'dep'), (54, 'dep')]]"
1,这是一本可以给我们生活、工作在现代快节奏时代的人的激励书籍，也许刚一开始你拿着这本书时，会感觉枯燥无味、精神质，但只要你耐心的细细品味下去，用心去感悟里面字里行间的意境，你便会从中得到你人生成功的真谛！强力推荐你去用心专研这本书中的内容，你会从中领悟到你人生中意想不到的财富！,"[['这', '是', '一', '本', '可以', '给', '我们', '生活', '、', '工作', '在', '现代', '快', '节奏', '时代', '的', '人', '的', '激励', '书籍', '，', '也许', '刚', '一', '开始', '你', '拿', '着', '这', '本', '书', '时', '，', '会', '感觉', '枯燥', '无味', '、', '精神质', '，', '但', '只要', '你', '耐心', '的', '细细', '品味', '下去', '，', '用心', '去', '感悟', '里面', '字里行间', '的', '意境', '，', '你', '便', '会', '从中', '得到', '你', '人生', '成功', '的', '真谛', '！', '强力', '推荐', '你', '去', '用心', '专', '研', '这', '本', '书', '中', '的', '内容', '，', '你', '会', '从中', '领悟', '到', '你', '人生', '中', '意想不到', '的', '财富', '！']]","[['r', 'v', 'm', 'q', 'v', 'p', 'r', 'v', 'w', 'v', 'p', 't', 'a', 'n', 'n', 'u', 'n', 'u', 'vn', 'n', 'w', 'd', 'd', 'd', 'v', 'r', 'v', 'u', 'r', 'q', 'n', 'Ng', 'w', 'v', 'v', 'a', 'a', 'w', 'n', 'w', 'c', 'c', 'r', 'a', 'u', 'd', 'v', 'v', 'w', 'v', 'v', 'v', 'f', 'i', 'u', 'n', 'w', 'r', 'd', 'v', 'd', 'v', 'r', 'n', 'a', 'u', 'n', 'w', 'd', 'v', 'r', 'v', 'ad', 'd', 'v', 'r', 'q', 'n', 'f', 'u', 'n', 'w', 'r', 'v', 'd', 'v', 'v', 'r', 'n', 'f', 'v', 'u', 'n', 'w']]","[[(1, 'top'), (-1, 'root'), (3, 'nummod'), (19, 'clf'), (5, 'mmod'), (19, 'rcmod'), (5, 'pobj'), (16, 'rcmod'), (7, 'punct'), (7, 'dep'), (9, 'prep'), (14, 'amod'), (13, 'amod'), (14, 'nn'), (10, 'pobj'), (7, 'cpm'), (5, 'pobj'), (16, 'assm'), (19, 'nn'), (1, 'attr'), (1, 'punct'), (34, 'advmod'), (24, 'advmod'), (24, 'advmod'), (34, 'dep'), (26, 'nsubj'), (31, 'lccomp'), (26, 'asp'), (30, 'det'), (28, 'clf'), (26, 'dobj'), (34, 'loc'), (34, 'punct'), (34, 'mmod'), (1, 'conj'), (34, 'ccomp'), (35, 'comod'), (35, 'punct'), (35, 'dep'), (1, 'punct'), (61, 'advmod'), (46, 'advmod'), (46, 'nsubj'), (46, 'dvpmod'), (43, 'dvpm'), (46, 'advmod'), (61, 'dep'), (46, 'rcomp'), (46, 'punct'), (51, 'advmod'), (51, 'prtmod'), (46, 'dep'), (55, 'nn'), (55, 'assmod'), (53, 'assm'), (51, 'dobj'), (61, 'punct'), (61, 'nsubj'), (61, 'advmod'), (61, 'mmod'), (61, 'advmod'), (1, 'conj'), (64, 'nn'), (64, 'nn'), (66, 'assmod'), (64, 'assm'), (61, 'dobj'), (1, 'punct'), (69, 'advmod'), (1, 'conj'), (69, 'dobj'), (74, 'mmod'), (74, 'advmod'), (74, 'advmod'), (69, 'dep'), (77, 'det'), (75, 'clf'), (78, 'lobj'), (80, 'assmod'), (78, 'assm'), (74, 'dobj'), (1, 'punct'), (85, 'nsubj'), (85, 'mmod'), (85, 'advmod'), (1, 'conj'), (85, 'rcomp'), (88, 'nn'), (89, 'lobj'), (90, 'loc'), (92, 'rcmod'), (90, 'cpm'), (85, 'dobj'), (1, 'punct')]]"
0,"KTV在25楼,整个晚上房间都在震根本就休息不好,上网居然还要接电话线拨号.这个酒店实在太差了","[['KTV', '在', '25', '楼', ',', '整', '个', '晚上', '房间', '都', '在', '震', '根本', '就', '休息', '不', '好', ',', '上网', '居然', '还', '要', '接', '电话线', '拨号', '.', '这', '个', '酒店', '实在', '太', '差', '了']]","[['n', 'v', 'm', 'n', 'w', 'b', 'q', 't', 'n', 'd', 'd', 'v', 'd', 'd', 'v', 'd', 'a', 'w', 'v', 'd', 'd', 'v', 'v', 'n', 'v', 'w', 'r', 'q', 'n', 'd', 'd', 'a', 'y']]","[[(1, 'nsubj'), (-1, 'root'), (3, 'nummod'), (1, 'dobj'), (1, 'punct'), (7, 'det'), (5, 'clf'), (11, 'nsubj'), (11, 'nsubj'), (11, 'advmod'), (11, 'advmod'), (1, 'conj'), (14, 'advmod'), (14, 'advmod'), (1, 'conj'), (14, 'dep'), (14, 'dep'), (1, 'punct'), (22, 'dep'), (22, 'advmod'), (22, 'advmod'), (22, 'mmod'), (1, 'conj'), (22, 'dobj'), (22, 'conj'), (1, 'punct'), (28, 'det'), (26, 'clf'), (31, 'nsubj'), (31, 'advmod'), (31, 'advmod'), (1, 'conj'), (31, 'dep')]]"
0,浪费我时间。第一，所选题材不实用。第二，词汇该专业的不专业，该通俗的却假装深沉。感觉现在的中国外语教育就是随便几个老外包装几下就都成了专家，比起大学时候用的商务英语教材差多了。,"[['浪费', '我', '时间', '。', '第一', '，', '所', '选', '题材', '不', '实用', '。', '第二', '，', '词汇', '该', '专业', '的', '不', '专业', '，', '该', '通俗', '的', '却', '假装', '深沉', '。', '感觉', '现在', '的', '中国', '外语', '教育', '就是', '随便', '几', '个', '老外', '包装', '几', '下', '就', '都', '成', '了', '专家', '，', '比起', '大学', '时候', '用', '的', '商务', '英语', '教材', '差', '多', '了', '。']]","[['v', 'r', 'n', 'w', 'm', 'w', 'u', 'v', 'n', 'd', 'a', 'w', 'm', 'w', 'n', 'v', 'n', 'u', 'd', 'a', 'w', 'v', 'a', 'u', 'd', 'v', 'a', 'w', 'v', 't', 'u', 'ns', 'n', 'vn', 'd', 'a', 'm', 'q', 'n', 'v', 'm', 'q', 'd', 'd', 'v', 'u', 'n', 'w', 'v', 'n', 'n', 'v', 'u', 'n', 'nz', 'n', 'v', 'a', 'y', 'w']]","[[(-1, 'root'), (2, 'nn'), (0, 'dobj'), (0, 'punct'), (0, 'dep'), (10, 'punct'), (7, 'prtmod'), (8, 'rcmod'), (10, 'nsubj'), (10, 'neg'), (0, 'conj'), (0, 'punct'), (19, 'dep'), (19, 'punct'), (19, 'nsubj'), (16, 'mmod'), (19, 'nsubj'), (16, 'cpm'), (19, 'neg'), (0, 'conj'), (19, 'punct'), (22, 'mmod'), (25, 'nsubj'), (22, 'cpm'), (25, 'advmod'), (19, 'conj'), (25, 'ccomp'), (0, 'punct'), (0, 'conj'), (33, 'assmod'), (29, 'assm'), (33, 'nn'), (33, 'nn'), (39, 'nsubj'), (39, 'advmod'), (39, 'advmod'), (37, 'nummod'), (38, 'clf'), (39, 'nsubj'), (0, 'conj'), (41, 'nummod'), (39, 'range'), (44, 'advmod'), (44, 'advmod'), (39, 'dep'), (44, 'asp'), (44, 'dobj'), (0, 'punct'), (56, 'prep'), (50, 'nn'), (51, 'dep'), (55, 'rcmod'), (51, 'cpm'), (55, 'nn'), (55, 'nn'), (48, 'pobj'), (0, 'conj'), (56, 'advmod'), (56, 'dep'), (0, 'punct')]]"
0,是不是这本书在当当网卖的好了，就调高价格了呢？原来不是16元吗？怎么突然酒涨价了？大家都不要买了，等调价了在买吧！我已经买过这本书了，内容也很一般了，23.8元，不值！,"[['是', '不', '是', '这', '本', '书', '在', '当当网', '卖', '的', '好', '了', '，', '就', '调高', '价格', '了', '呢', '？', '原来', '不', '是', '16', '元', '吗', '？', '怎么', '突然', '酒', '涨价', '了', '？', '大家', '都', '不', '要', '买', '了', '，', '等', '调价', '了', '在', '买', '吧', '！', '我', '已经', '买', '过', '这', '本', '书', '了', '，', '内容', '也', '很', '一般', '了', '，', '23.8', '元', '，', '不', '值', '！']]","[['v', 'd', 'v', 'r', 'q', 'n', 'p', 'nz', 'v', 'u', 'a', 'y', 'w', 'd', 'v', 'n', 'y', 'y', 'w', 'd', 'd', 'v', 'm', 'q', 'y', 'w', 'r', 'ad', 'n', 'v', 'y', 'w', 'r', 'd', 'd', 'v', 'v', 'y', 'w', 'v', 'v', 'u', 'd', 'v', 'y', 'w', 'r', 'd', 'v', 'u', 'r', 'q', 'n', 'y', 'w', 'n', 'd', 'd', 'a', 'y', 'w', 'm', 'q', 'w', 'd', 'v', 'w']]","[[(10, 'dep'), (0, 'dep'), (0, 'dep'), (5, 'det'), (3, 'clf'), (8, 'nsubj'), (8, 'prep'), (6, 'pobj'), (10, 'dep'), (8, 'dep'), (-1, 'root'), (10, 'asp'), (10, 'punct'), (14, 'advmod'), (10, 'dep'), (14, 'dobj'), (14, 'dep'), (10, 'dep'), (10, 'punct'), (21, 'advmod'), (21, 'neg'), (10, 'dep'), (23, 'nummod'), (21, 'attr'), (21, 'dep'), (10, 'punct'), (29, 'advmod'), (29, 'advmod'), (29, 'nsubj'), (10, 'dep'), (29, 'dep'), (10, 'punct'), (36, 'nsubj'), (36, 'advmod'), (36, 'neg'), (36, 'mmod'), (10, 'dep'), (36, 'dep'), (10, 'punct'), (43, 'prep'), (39, 'pccomp'), (40, 'asp'), (43, 'advmod'), (10, 'dep'), (43, 'dep'), (10, 'punct'), (48, 'nsubj'), (48, 'advmod'), (10, 'dep'), (48, 'asp'), (52, 'det'), (50, 'clf'), (48, 'dobj'), (48, 'dep'), (10, 'punct'), (58, 'nsubj'), (58, 'advmod'), (58, 'advmod'), (10, 'dep'), (58, 'dep'), (10, 'punct'), (62, 'nummod'), (65, 'dep'), (65, 'punct'), (65, 'neg'), (10, 'dep'), (10, 'punct')]]"
1,这是正宗日版引进的书！编书的日本人，所以，书中选用的例句很地道。每十几个的句型分为一组，每组都有配套练习，方便学习过后检验和巩固知识点！看过市面上很多日语考级类语法书，感觉这一套是含金量最高的！另外推荐《日语能力测验考前题库》系列，这也是高含金量的，可与本书配合使用。不过，题库系列名副其实，只有题和答案，几乎没有解释，对于语法基础不够扎实的朋友来说，慎选。,"[['这', '是', '正宗', '日版', '引进', '的', '书', '！', '编书', '的', '日本', '人', '，', '所以', '，', '书', '中', '选用', '的', '例句', '很', '地道', '。', '每', '十几', '个', '的', '句型', '分为', '一', '组', '，', '每', '组', '都', '有', '配套', '练习', '，', '方便', '学习', '过后', '检验', '和', '巩固', '知识点', '！', '看', '过', '市面', '上', '很多', '日语', '考级类', '语法', '书', '，', '感觉', '这', '一', '套', '是', '含金量', '最高', '的', '！', '另外', '推荐', '《', '日语', '能力', '测验', '考', '前', '题库', '》', '系列', '，', '这', '也', '是', '高', '含金量', '的', '，', '可', '与', '本书', '配合', '使用', '。', '不过', '，', '题库', '系列', '名副其实', '，', '只', '有', '题', '和', '答案', '，', '几乎', '没有', '解释', '，', '对于', '语法', '基础', '不', '够', '扎实', '的', '朋友', '来说', '，', '慎选', '。']]","[['r', 'v', 'b', 'n', 'v', 'u', 'n', 'w', 'v', 'u', 'ns', 'n', 'w', 'c', 'w', 'n', 'f', 'v', 'u', 'n', 'd', 'a', 'w', 'r', 'm', 'q', 'u', 'n', 'v', 'm', 'q', 'w', 'r', 'q', 'd', 'v', 'vn', 'vn', 'w', 'v', 'v', 't', 'v', 'c', 'v', 'n', 'w', 'v', 'u', 'n', 'f', 'm', 'nz', 'n', 'n', 'n', 'w', 'v', 'r', 'm', 'q', 'v', 'n', 'a', 'u', 'w', 'c', 'v', 'w', 'nz', 'n', 'vn', 'v', 'f', 'n', 'w', 'n', 'w', 'r', 'd', 'v', 'a', 'n', 'u', 'w', 'v', 'p', 'r', 'v', 'v', 'w', 'c', 'w', 'n', 'n', 'i', 'w', 'd', 'v', 'n', 'c', 'n', 'w', 'd', 'd', 'v', 'w', 'p', 'n', 'n', 'd', 'v', 'a', 'u', 'n', 'u', 'w', 'v', 'w']]","[[(1, 'top'), (-1, 'root'), (3, 'amod'), (4, 'nsubj'), (6, 'rcmod'), (4, 'cpm'), (1, 'attr'), (1, 'punct'), (11, 'rcmod'), (8, 'cpm'), (11, 'nn'), (1, 'dep'), (1, 'punct'), (21, 'advmod'), (21, 'punct'), (16, 'lobj'), (17, 'loc'), (19, 'rcmod'), (17, 'cpm'), (21, 'nsubj'), (21, 'advmod'), (1, 'conj'), (1, 'punct'), (27, 'assmod'), (25, 'nummod'), (23, 'dep'), (23, 'assm'), (28, 'nsubj'), (1, 'conj'), (30, 'nummod'), (28, 'range'), (1, 'punct'), (35, 'dep'), (32, 'clf'), (35, 'advmod'), (1, 'conj'), (37, 'amod'), (35, 'dobj'), (35, 'punct'), (35, 'dep'), (39, 'ccomp'), (42, 'loc'), (39, 'ccomp'), (42, 'cc'), (42, 'dep'), (44, 'dobj'), (1, 'punct'), (1, 'conj'), (47, 'asp'), (50, 'lobj'), (55, 'dep'), (55, 'nummod'), (53, 'nn'), (55, 'nn'), (55, 'nn'), (47, 'dobj'), (57, 'punct'), (1, 'conj'), (61, 'top'), (60, 'nummod'), (58, 'dep'), (57, 'ccomp'), (61, 'attr'), (61, 'attr'), (63, 'cpm'), (1, 'punct'), (67, 'advmod'), (1, 'conj'), (74, 'punct'), (71, 'nn'), (71, 'nn'), (72, 'nn'), (73, 'lobj'), (74, 'dep'), (76, 'nn'), (74, 'punct'), (67, 'dobj'), (80, 'punct'), (80, 'nsubj'), (80, 'advmod'), (1, 'conj'), (82, 'amod'), (80, 'attr'), (82, 'assm'), (80, 'punct'), (88, 'mmod'), (88, 'prep'), (86, 'pobj'), (89, 'dep'), (80, 'dep'), (1, 'punct'), (95, 'advmod'), (95, 'punct'), (94, 'nn'), (95, 'nsubj'), (1, 'conj'), (95, 'punct'), (98, 'advmod'), (1, 'conj'), (101, 'conj'), (101, 'cc'), (98, 'dobj'), (98, 'punct'), (105, 'advmod'), (105, 'neg'), (98, 'dep'), (1, 'punct'), (117, 'prep'), (109, 'nn'), (111, 'nsubj'), (111, 'neg'), (114, 'rcmod'), (111, 'ccomp'), (111, 'cpm'), (115, 'lobj'), (107, 'plmod'), (117, 'punct'), (1, 'conj'), (1, 'punct')]]"
