sentence,label
谢娜刚回归就飘了吗？接连说错话何炅急忙救场，真心尴尬！,娱乐
赵薇的豪车，范冰冰的豪车，林心如的豪车，差别真的不是一点点！,娱乐
49岁的王菲和38岁的谢霆锋，你把祝福送给谁？,娱乐
河北梆子《李保国》将唱响黑龙江高校,娱乐
林心如，这头发，网友：有点走偏了,娱乐
曾与周润发闪婚闪离，前夫破产不离不弃，为供女儿读书复出拍戏,娱乐
阚清子：出席活动，网友：大长拉链千万不要炸开呀！,娱乐
闫妮当年随口的一句抱怨，红遍全国！网友：成为了我老婆的口头禅,娱乐
继岳云鹏、郭麒麟、张云雷后，郭德纲接下来重点培养的会是陶阳吗，为什么？,娱乐
徐璐美图集锦，一个古灵精怪的90后美女明星，喜欢不要错过！,娱乐
范冰冰现身机场新打扮，网友：这眼镜不是一般人驾驭了的,娱乐
范玮琪出席品牌代言，网友：高跟鞋真美，小脚丫又白又嫩很俏皮,娱乐
公司迎来新合作伙伴，没想到竟是老熟人，董事长一脸尴尬,娱乐
昆凌和别人穿情侣装，周杰伦评论衣服怪怪的，醋意十足,娱乐
温暖的弦大结局：朱临路放手温暖 去澳门找到一个喜欢的姑娘,娱乐
井柏然巴黎街头随性慵懒图片,娱乐
唐僧不替通天老鼋问寿命，只因怕得罪了“她”,娱乐
伊娃·朗格利亚现身加州街头，网友：风采不减当年！,娱乐
张檬承认插足刘雨欣家庭：向你和你的家人说声抱歉,娱乐
范冰冰戛纳造型被韩网友吐槽土，网友仅用两个成语直击要害,娱乐
古巨基红馆开唱不慎坠台，十分钟后返台：我没事,娱乐
谢娜回归《快本》，吴昕的存在感飙升？看他们的眼神就秒懂……,娱乐
女人们听听吧，男人的爱也很悲哀，《别把男人想的太坏》写的不错,娱乐
云朵去踢馆《我是歌手》开始支支吾吾可一唱歌，惊艳所有人,娱乐
她逼得老公住凶宅，离婚还给买千万豪宅，衣品佳如行走画报,娱乐
这些明星夫妻也太甜了吧，果然爱你的人连看你的眼神都是爱的形状,娱乐
《甄嬛传》里，果郡王如果知道甄嬛怀的双生子是他的，他会怎么做？,娱乐
于莎莎出席某活动，网友：转身的那一瞬间，世界都亮了,娱乐
关晓彤戛纳出征，细腰大长腿吸睛：鹿晗，快来收了这个腿精！,娱乐
看完这些照片 我们惊叹，范冰冰真的是时尚界女王,娱乐
好幼稚！奚梦瑶装睡吓唬何猷君，何猷君：来吧！互相伤害啊！,娱乐
舒畅说见过数字演员，谢依霖问是谁？她四字回答力证不是徐璐颖儿,娱乐
《幻乐之城》打造纯原创全新音乐节目 提升行业新标准,娱乐
「TFBOYS」「分享」180509 时间是让人猝不及防的东西 仅仅两个月王源就更加成熟,娱乐
女人要注意，如果男人有这5种表现，可直接判定为渣男,娱乐
周润发去美国大赌场玩牌，无意间的一张牌，赌场老板吓出一身冷汗,娱乐
郭晶晶婆婆两度嫁入豪门，豪华婚礼创下香港20之最，50岁找到真爱,娱乐
古装女子群像：一首《枉凝眉》，道尽了多少女子的心酸,娱乐
艾玛！你们嘴上是安了吸铁石吗？盘点影视剧中反正能亲上的吻！,娱乐
张钧甯张翰微博甜蜜互动，网友：在一起吧，孩子跟谁姓都行,娱乐
叶璇发价值观疑似力挺王宝强，喊话：受人恩惠还敢叫嚣！,娱乐
非得要好好表扬一下张艺谋和景甜才行 太多人黑《长城了》……,娱乐
李小璐商演捞金，依旧靠露肉博眼球全程面无表情心情不好,娱乐
佟丽娅的4个古装造型，你觉得哪个更绝世佳人倾国倾城呢？,娱乐
天宝大喊我命由我不由天虽霸气十足，但仍然敌不过李连杰的太极_0,娱乐
吴昕出席某活动，网友：看到吴昕穿的这身裙子谁还敢说她不时尚！,娱乐
为什么连英国王室礼仪专家都认为梅根像戴安娜王妃？,娱乐
马克思诞辰200周年之际 思想之光照进银幕荧屏,娱乐
当众女星在MET GALA争奇斗艳，妮可却带孩子回老家，可惜马甲线了,娱乐
快手十点档变三足鼎立战况如何？丁老五说部分主播显露原形？,娱乐
关晓彤碾压范冰冰，美出新高度！网友：无PS就不能看,娱乐
王源晒自己的旅游照，为什么粉丝会说“混血五小宝”要出生了？这是什么梗吗？,娱乐
我不是绝世高手，求下联？,娱乐
还珠格格：听说紫薇瞎了，你注意到皇上和皇后的反应是什么？,娱乐
胡杏儿这一身像酒店门口的蓝色大花瓶，陈数被这个鞋拉低了档次！,娱乐
中影人学子成韩国男团“团宠”？董思成新一代偶像力量的崛起,娱乐
有人知道席娟小说改编的电视剧叫什么名字吗？,娱乐
180511 王俊凯右手背有红肿印记 疑是录制高能节目被摔下坡,娱乐
“香蕉新导演掘地计划”诞生7个月王思聪交上了一份怎样的答卷？,娱乐
黄磊自己说重女轻男，看到欧阳娜娜三姐妹好像有点理解他的遗憾了,娱乐
是壮阔历史，更是民族之魂-革命历史和抗战报名作品焕发时代生机,娱乐
演员李小璐：喜欢的快看过来！,娱乐
万茜出席活动，网友：简单的妆容和她纯色的收腰裙，十分耐看！,娱乐
小男孩模仿薛之谦唱歌，薛之谦一脸错愕，台下尖叫！声音简直一样,娱乐
傅程鹏、程愫：曾经彼此眼里的完美伴侣，21年感情终归说散就散,娱乐
梅根嫁入王室后面临诸多禁忌，陈帅佛认为戴安娜又有甚么错？,娱乐
娱乐圈还有一些零绯闻的女明星，你喜欢哪个呢？,娱乐
谢婷婷说和哥哥几个月不联系，看新闻才知道对方的事情,娱乐
《妈超》修杰楷“抢戏”？贾静雯：只是展现全部日常,娱乐
易烊千玺受过什么不公平的对待吗？,娱乐
杨幂错认老公，《我是大侦探》终于双网第一,娱乐
她红了13年，活得干干净净，连狗仔都绝望了,娱乐
胡静现身某活动 网友：这个造型清新甜美，这么穿太减龄了！,娱乐
奚梦瑶最新造型曝光 超短上衣纤细小蛮腰外露,娱乐
步步惊心：四爷就在身边，若曦：这刻等了很久，现在终于如愿以偿,娱乐
《北京女子图鉴》所引发的现实生活中北京女子的穿搭大曝光！,娱乐
桓台县23个节目精彩亮相 “齐鲁夕阳红 五彩中国梦”淄博市直赛区初赛,娱乐
《这！就是街舞》完美收官，12期的易烊千玺手绘带来满满的回忆,娱乐
演戏不如放屁？他狂笑陈赫被叫错名，竟被自己一屁崩上热搜！,娱乐
朱军春晚口误给导演发短信说对不起，导演的回复让朱军差点哭了！,娱乐
景甜夜晚晒照，一不小心暴露了自己的秘密,娱乐
张静初出席某发布会，网友：礼服上半身那拉链拉开一半是什么意思,娱乐
英国BBC纪录片《文明2》：蔡国强7分半钟亮相成该片高潮,娱乐
你觉得夜华是爱白浅上神还是爱曾是素素的白浅？,娱乐
《奔跑吧》女导演哭成了红鼻子，邓超情不自禁哭到失控,娱乐
景甜明星图集,娱乐
4岁成名，比张一山杨紫还红，被父母败光千万身家，如今长成这样,娱乐
有什么看日剧的app推荐吗？,娱乐
《奔跑吧》细节决定成败，不愧为第一大综艺节目,娱乐
大衣哥走红多年 乡邻见面依旧要他请客吃饭 他如今的回绝很有水平,娱乐
吴莫愁出席某活动，网友：终于不再是厚厚的齐刘海了,娱乐
哪些小品让你难忘？,娱乐
纳粹在中国女孩身上纹上法西斯鹰徽，美其名曰艺术创作，真是无耻,娱乐
崔永元周立波为什么对骂，原因是什么？,娱乐
小龙女被尹志平轻薄后，为什么不立马杀了他？,娱乐
成龙、洪金宝、刘德华三大巨星合作，刺杀毒贩头子,娱乐
45岁李冰冰和28岁小鲜肉男友牵手亮相，网友：相差16岁不是问题,娱乐
马伊琍探班文章，先和女演员闫妮聊天，与文章恩爱模样让人感慨！,娱乐
张檬发长微博向刘雨欣道歉 网友：这是承认插足了？摩羯座不背锅,娱乐
她与黎明相恋七年，与张震假戏真做，曾被全世界抛弃，今婚姻幸福,娱乐
谢娜孕肚照首曝光，和张杰结婚纪念日发微博藏恩爱密码,娱乐
牙套都要镶满钻石，他们是欲壑难填的美国富豪,娱乐
综艺嘉宾热度排名：鹿晗力压易烊千玺夺冠，张艺兴冲进前三,娱乐
秦俊杰《泡沫之夏》首播苏撩满分 演绎“醋精”本精,娱乐
宣萱跟李若彤，谁跟古天乐更般配？,娱乐
为什么现在网红都开始参加综艺了？,娱乐
「简弘亦上海」2018演唱会门票,娱乐
儿媳妇被醉酒儿子虐待，农村母亲这种方式教训儿子，结局感人,娱乐
这位女星说起来没有不认识的,娱乐
和郑爽一样大方承认整容，待遇却千差万别，网友直呼：是整残了,娱乐
什么狗最护主人，会拿命保护主人？,娱乐
收到爱子布鲁克林准备的生日惊喜 贝克汉姆感动之余也柔情了一把,娱乐
紫宸道：林正英跟老外科普道术，单符咒就有3000多种，比高考难！,娱乐
关晓彤晒卧室照片被赞 网友：人家本来就是学霸，必须国民闺女！,娱乐
佟丽娅现身机场，超短裤上还要开叉，真的全见光了！,娱乐
郭京飞身穿豹头T恤和黑色衬衫阳光帅气,娱乐
他身家过亿，和海清张嘉译合作却饰小角色，他说这些为了他的梦想,娱乐
致陈冠希式的“花心渣男”总有一天会有女儿来收拾你,娱乐
同样是韩国练习生，韩庚一代火不过张艺兴一代，网友：生不逢时,娱乐
张靓颖自曝右耳间歇性失聪，演唱会上五字讲述未来让无数粉丝落泪,娱乐
《奔跑吧》baby哭时，有注意郑恺的举动吗？网友：永远的周五情侣,娱乐
《一路向西》女主王李丹妮，身材性感丝毫不减当年，那只猫很可爱,娱乐
雷佳音和刘昊然的“头围之争”解答《高能少年团》第二季“悬案”,娱乐
有没有男矮女高的夫妻？,娱乐
5.12汶川大地震十周年祭，图文专辑（一）,娱乐
看完《创造101》首次公演，没看过瘾怎么办？,娱乐
历史上有宋慈吗？,娱乐
有一个大叔型的老公是种什么体验？网友：以后你得把他当爹伺候,娱乐
漫威菜鸟必看：《复仇者联盟3》将上映！30多位超级英雄何许人？,娱乐
景甜因一组写真被批暴露狂，网友：“这样穿很性感！”,娱乐
杨颖邓伦搭档演戏不要太合拍！Angelababy笑容青春感满满,娱乐
56岁的她曾经是香港第一美人，与刘德华被称最佳搭档，如今成这样,娱乐
五月大银幕进口片开战 除了复联3外 这些精彩电影也不容错过,娱乐
薛之谦一开口就很应景，吴秀波一句话为《跨界歌王》定位,娱乐
熊乃瑾出席某活动 网友：这是水缸吧 还记得司马光砸的那个吗？,娱乐
同样都是老戏骨，李幼斌和自己的姐姐差距为何这么大呢,娱乐
今天是世界微笑日，分享赵丽颖最美的微笑，今天你微笑了吗？,娱乐
姑娘苦等男友三天三夜就是为了杀他，这多大仇多大怨啊,娱乐
40岁的张敏 还是20年前一样美丽,娱乐
河南许昌：村里盖的两栋豪华楼房，看过之后只有羡慕，你觉得咋样,娱乐
《北京女子图鉴》收官！10年蜕变，这样的故事的结局你打多少分？,娱乐
袁姗姗出席某活动，网友：这样的鞋子只有杨幂才能hold得住！,娱乐
又见撞衫大事故，这次还是发生在多部剧中，网友：剧组是有多穷？,娱乐
范冰冰送陈乔恩化妆品，两个小公主之间的友谊是这样的？,娱乐
保镖霸气护送刘亦菲 全黑look现身酒店，看上去褪粗了不少 胖了,娱乐
27年前上映的关之琳经典电影，那时的她实在太漂亮，百看不厌！,娱乐
尴尬签名，一身少女装的李冰冰清纯可爱，完美化解双冰事件,娱乐
谢娜晒女儿跳跳俏俏小手照，炅爸评论：100天了，好快啊！,娱乐
章子怡基因太强大！醒宝两岁长开了，没长残越来越美，关键是眼睛,娱乐
女受害人要和高云翔面对面对质！董璇终于再发声：要谢幕了，谢谢,娱乐
被称为“师奶杀手”的男星，情史丰富二婚娶小21岁娇妻婚姻终失败,娱乐
宋仲基拍新戏，睽违三年，苏志燮也回归小萤幕，你期待谁？,娱乐
男神女神们睡觉的时候喜欢把手放到哪些地方？,娱乐
陈赫和郑恺为什么被称为阑尾兄弟？,娱乐
哪种女人最让男人欲罢不能？,娱乐
谁才是漫威宇宙最强的人？,娱乐
郭碧婷出席某活动，网友：造型时尚美得快招架不住了,娱乐
上映9天票房破3亿，徐峥是如何做到与高票房挂钩的？,娱乐
琼瑶剧最有名的5大“女配角”：金锁不算是最美，她46岁容颜依旧,娱乐
《明日之子》第二季拟邀导师阵容毛不易在内，是看选手还是看导师,娱乐
张馨予超短裙造型少女感足 和妈妈手牵手现身亲密似姐妹,娱乐
女追男的婚姻，说起来全是泪,娱乐
你看过哪些被一位演员毁掉整部剧的电视剧？,娱乐
带着我梦追寻我理想《哥要闯一闯》是否表达了你心情 你闯过吗？,娱乐
叶罗丽测试：选一个最有爱的手势！你能猜出她是向谁示爱吗？,娱乐
无法超越的六个最美瞬间：朱茵眨眼，刘亦菲亲吻胡歌，林青霞喝酒,娱乐
迦比亚星人萨迪斯的一些冷知识,娱乐
47岁闫妮素颜现身机场，网友：年龄是最骗不了人的东西,娱乐
戛纳红毯，范冰冰穿百万礼服惊艳亮相，苗苗马思纯和她比差距立现,娱乐
十大酒窝古装女神：图八最美，图九最可爱，图一令人印象深刻,娱乐
SM差別待遇？粉丝控诉SM女团待遇跟男团差太远！,娱乐
爱我请举手一起来大家鼓掌现场版art——张柏芝,娱乐
胡歌新剧来了，其中一部和关晓彤组cp，一部又遇到了龙葵刘诗诗,娱乐
本来已经安静下来了，可刘鑫为什么突然挑衅江妈妈？,娱乐
柳岩拍写真，网友却喊话：柳岩你应该好好保养一下手，心疼,娱乐
补习班的钱没白花！常州文艺妈妈们激动了，让你的宝贝成为小明星,娱乐
张靓颖这次演唱会真是亮眼，用棺材和坟地做开场，是真伤心了,娱乐
《天龙八部》里，谁才是真正最坏的人？,娱乐
卢靖姗出席活动 网友：上半身风光无限好，下半身惨不忍睹,娱乐
范冰冰卸妆照，林心如卸妆照，赵薇卸妆照，都不如她的皮肤好,娱乐
陈伟霆新剧开机，跟娜扎上演虐恋，这次能摆脱扑街魔咒吗,娱乐
《亮剑》为什么能成为抗战剧中的经典？,娱乐
富二代机场大骂母亲 旁观者敢怒不敢言 网友：作死的节奏,娱乐
明星跌倒哪家强？范冰冰有人扶，奚梦瑶微笑，就服张韶涵的腾空飞,娱乐
演技备受质疑，六小龄童将一生荣誉压在了电影《敢问路在何方》,娱乐
这六对明星要是宣布恋情，会引起大批CP粉追捧，特别是最后一对,娱乐
王丽坤马思纯同穿白衣，谁美成了少女？会搭配你也可以超级吸睛！,娱乐
他是香港四大天王之一，年轻时帅过鹿晗吴亦凡,娱乐
岳云鹏：上火了，他这个嫂子不舒服！孙越：什么叫嫂子不舒服？,娱乐
显高高高瘦瘦瘦，超模刘雯这样穿，学会你也高成大表姐,娱乐
这部霍思燕主演的电视剧也要翻拍了？《少年天子》算是经典吗？,娱乐
东航气质型美女空姐一枚，有一张长得好像关晓彤,娱乐
黄子韬自爆年龄，这是经历了什么？而且充满了敷衍，真是令人失望,娱乐
朱茵获奖第一时间想到老公，网友：有这样的老公确实值了,娱乐
中国最大气的一部电视剧，里面全是老戏骨，张艺谋陈凯歌跑龙套！,娱乐
比起李沁在楚乔传里受的欺负，这里面的他更让人心疼哎,娱乐
卡戴珊家金小妹凯莉·詹娜身穿紧身裙，波浪线似行走的艺术陶瓷,娱乐
参演过《小爸爸》、《北爱》，原来陌陌百变的舒舒竟然是演员起家,娱乐
黄智雯备受TVB力捧 剧接剧没空休息 要将婚期押后？,娱乐
本土电影《幸福马上来》6月8日全国公映,娱乐
张东健：性感男神,娱乐
唐嫣现身北京机场，笑容甜蜜，青春洋溢！,娱乐
福州爱情图鉴∣生活是真实的，那么爱情呢？,娱乐
六大女星的怀孕照，这才是怀孕的真实写照，李湘霍思燕胖到认不出,娱乐
她曾小三上位，事业巅峰期嫁给爱情，48岁的她被老公宠成小女人,娱乐
宋茜穿一字肩毛衣大秀锁骨，举手投足间尽显女人味！,娱乐
甘婷婷，网友：你的笑撩了我的心，美美的,娱乐
韩国是强制性服兵役么？这几种是例外,娱乐
座山雕是怎么起家的？,娱乐
曹敏莉，香港小姐年度冠军获得者，美美的,娱乐
刀郎最有名的歌曲是哪一首？,娱乐
为什么现在都开始怀念90年代的香港电影了？,娱乐
分析的真吊……《长城》还没上映，他就知道导演会被黑,娱乐
咘咘三番五次说着贾静雯的小名字，看得出修杰楷有多宠爱贾静雯了,娱乐
鹿晗微博关注范丞丞等8人，唯独没有关注蔡徐坤？原因很现实……,娱乐
谢娜生双胞胎，为何明星生孩子如此吸引人关注？,娱乐
坚持不放弃 死侍力邀休杰克曼再当「金钢狼」,娱乐
女人有话说 阚清子租民宿参加节目，观众不满：想看她的房子啊！,娱乐
实力出镜！接力出版社《资本论（少儿彩绘版）》荣获主题图书奖,娱乐
古装剧10对相爱相杀的CP，这样的情侣人设超带感,娱乐
发生什么了？张柏芝“消失”近两月终于更新动态,娱乐
迪丽热巴 身着黑丝镂空露背连衣裙 显得成熟又性感,娱乐
实力演技派侯勇，娶的妻子一个比一个小，一个比一个漂亮！,娱乐
范冰冰身材不好，但是亮相红毯频频惊艳，是如何穿搭的？,娱乐
王菲谢霆锋复合为什么会招来那么多骂声？,娱乐
那些整容的网红脸最初的样子长什么样？,娱乐
有人不觉得奥黛丽赫本漂亮高雅吗，是否存在过度吹嘘？,娱乐
杨幂化身摩登女郎，红唇美艳，大秀马甲线和小蛮腰，好羡慕啊,娱乐
周炜小品《全能明星》，四胞胎美女集体叫爸，周炜惊叫全场笑爆！,娱乐
盘点明星史上最强豪华伴郎团 黄晓明胜在人数 袁弘胜在颜值,娱乐
美人计｜听说我国著名演员还没追上的妆容潮流，先被偶像练习生用上了？,娱乐
谢娜当妈妈后回到《快乐大本营》首迎生日 群星其送祝福,娱乐
邓超录跑男放响屁，微博发文：今晚的跑男我是绝不会看的,娱乐
古巨基坠台所幸相安无事，当年黄家驹可就泪洒富士山了，珍惜吧,娱乐
影视剧中奇葩而尴尬的穿帮镜头，你有发现吗,娱乐
片场偶遇刘涛新剧造型 网友：太有年代感了,娱乐
陈瑶真敢穿，一转身就是满满的亮点，网友：一拉就掉了,娱乐
迷恋刘德华致父跳海身亡的杨丽娟仍单身：听他的歌还会慌乱,娱乐
《复仇者联盟3》午夜场爆满，世界头号IP到底有怎样的魅力？,娱乐
唐艺昕出席某活动，网友：很喜欢这个复古的耳环,娱乐
别被黄子韬外表蒙蔽！心有少女，“黄桃桃”才是他的真实状态,娱乐
电视剧的造型师到底有多重要，杨幂和热巴有话要说,娱乐
新鲜cp诞生！陈伟霆笑成大男孩 娜扎小露香肩,娱乐
能不能用一句话证明你很穷？,娱乐
2018/5/11(897)安陆：首部未检题材微电影《圆梦》顺利杀青,娱乐
年过四十还在演“少年”的偶像剧男主，吴奇隆、钟汉良，他最违和,娱乐
谢娜产后回归喜获吉尼斯双奖，网友：怎么觉得获奖背后有内幕呢！,娱乐
身材不好，脸蛋不美！不知道李宇春究竟靠什么混在时尚圈？,娱乐
关晓彤回应红毯 新造型秀长腿大获好评,娱乐
谢娜玩微博能同时获得两个吉尼斯纪录证书，玩微博的你怎么看？,娱乐
大家为什么都不喜次那英？,娱乐
竟然有逃犯去听张学友演唱会落网,娱乐
有什么电视剧是在广西南宁拍摄的？,娱乐
40岁的颜丹晨亮相活动，网友：这丰腴美得真及时！,娱乐
现在的电视剧名字越来越长了，最长的18个字,娱乐
韩国组合美女撞脸关晓彤，网友：鹿晗看了都分不清谁是谁吧,娱乐
《这就是街舞》第一季冠军最终被韩宇获得，你怎么看？,娱乐
《三生三世十里桃花》连替身都火了，唯独特别出演的他没火,娱乐
参演《孝利家民宿》，是什么让允儿感动到热泪盈框？,娱乐
李宇春现身戛纳，出场声势浩大，闪光灯多到用手挡,娱乐
超经典的现代都市小说推荐,娱乐
关晓彤和郑爽的牛仔套装，你认为哪个更好看呢？,娱乐
这些让人感到惋惜的明星，了解一下？,娱乐
细数李晨的前女友，一个比一个漂亮，而且几位女明星都有一个共性,娱乐
父母爱情：江亚菲又提干了，马上就要变成指导员了,娱乐
《创造101》站队暴露人性“黑暗”一面？李子璇胆小，紫宁最聪明,娱乐
看《娘亲舅大》泪点多多，赞唐曾、王丽云演技杠杠,娱乐
好先生电视剧全集惠灵顿牛排的是哪一集？,娱乐
狗是怎么拍电影的？,娱乐
苍井优的这场性与爱，印证了多少人的恋爱观,娱乐
张檬撞脸霍思燕，拿摄影师撒火，网友：整容如换脸！,娱乐
张雪迎《泡沫之夏》获观众认可 “海藻般长发”引热议,娱乐
杨幂身穿3万元长裙现身美成仙女本人！精致编发巧妙修饰刘海,娱乐
《复联3》上映人气火爆 超级英雄上演集体告别,娱乐
黄圣依越发称职，带儿子做贝克汉姆同款发型，一旁宠溺注视,娱乐
霍思燕问了嗯哼一个大人都难回答的问题，嗯哼的回答简直太机灵,娱乐
虽已远去，但英气长存，作品永留张国荣,娱乐
长得虎背熊腰，黎明花8亿都挽回不了她，今40岁欲冒险生子,娱乐
主题是足球？《奔跑吧》录制名牌曝光 明星阵容惹期待,娱乐
萧敬腾、蔡依林、萧亚轩、陈晓东 老将新歌大乱斗,娱乐
郑爽现身机场 网友：这小胳膊小腿，太瘦了！,娱乐
《结爱》宋茜虐贺兰称：我真的无法爱上你！贺兰心碎回狐族,娱乐
被李元霸砸飞的裴元庆，遇上了杨林，这次换杨林飞了,娱乐
妈妈年轻时的颜值有多高？,娱乐
刘涛蒋欣关系破裂？蒋欣演技炸裂！一直红不起来是因为情商太低？,娱乐
跑男都第6季了，baby却美得像个少女？黄晓明一番话揭开了谜底！,娱乐
许玮宁晒泳衣自拍肩带滑落 网友大赞：太性感了,娱乐
我为什么不喜欢《后来的我们》,娱乐
马苏戛纳电影节死赖“蹭红毯” 杨幂被掀对保安比中指！,娱乐
明星女儿扎丸子头，王诗龄清爽多多女神，甜馨最适合,娱乐
女人不坏：张雨绮,娱乐
平平淡淡《缘份来了爱上你》原创幸福美满,娱乐
有一种爱无怨无悔，无私奉献全为下一辈，《母亲的泪》听哭了！,娱乐
韩国版关晓彤丨长的一毛一样有没有！,娱乐
田震和刀郎被谁毁？,娱乐
老婆「一炮三响」遭友亏 袁弘霸气护妻晒爱,娱乐
tf家族又有大动作了，网剧《念念》这几个师弟和王俊凯一样帅气,娱乐
51岁王祖贤晒近照祝福母亲节，网友：美人依旧是美人！,娱乐
谢楠，吴京的贤妻，网友：她确实有实力！,娱乐
华晨宇除音乐之外还有哪些可塑性？,娱乐
吴亦凡回国 又有什么大动静,娱乐
有多少人是因为听了郭德纲的相声才知道保定驴肉火烧的？,娱乐
霍思燕，网友：还以为她手上抱着一团金针菇呢,娱乐
邓家佳出席活动，腿真的是亮的反光呢，这真的是厉害了,娱乐
组图：英国著名演员艾米莉亚·克拉克，微笑现身纽约肯尼迪机场,娱乐
妻子瞧不起婆家人，丈夫这种处理方式太解气了！,娱乐
张卫健版《西游记》如来佛祖竟是引领香港电影新风气的大导演,娱乐
范冰冰参加活动，同王中磊喝“交杯酒”，网友：“大黑牛”怎么看,娱乐
星爷的功夫不知道看了多少次，直到现在才真正的看懂,娱乐
张耀扬出狱后生活窘迫，独自一人在郊区种田，没有娶妻,娱乐
对于姐姐大S终止怀孕，小S却是这样说的，值得让人深思！,娱乐
你希望谁是《星光大道》的主持人？,娱乐
徐静蕾唱了一首《匆匆那年》，李亚鹏就这样出现了,娱乐
贾静雯6岁16岁28岁35岁43岁 你被几岁的她惊艳到了？,娱乐
戛纳电影节中外女明星裙子一展，你更喜欢哪一位？关晓彤露背裙,娱乐
继新垣结衣传出恋情后，石原里美新恋情曝光！又有多少人要失恋？,娱乐
灭霸的阴影下，我要推荐另一部国内不会上映的特工片《红雀》,娱乐
1993年出生的姑娘都在干嘛？,娱乐
影评下午茶之《低压槽：欲望之城》,娱乐
李嘉欣晒电梯照问网友还记得吗？网友说，记得你的美,娱乐
黄圣依的豪门婆婆究竟有多喜欢她？让我们一起来看一看,娱乐
刘昊然《九州缥缈录》，你是我们的吕归尘，你是我们的阿苏勒！,娱乐
拾途丨《复联3》取景地首度曝光，快看复仇者们去过的地方！,娱乐
济公从广亮肚子里取出“婴灵”白灵和黑风出现抢夺“婴灵”,娱乐
苗苗白衣黑裙亮相戛纳海滩，致敬巩俐经典造型,娱乐
张嘉倪机场照，网友：除了腿，你还有什么,娱乐
林俊杰大连演唱会 演绎十五年经典歌曲,娱乐
《香港大营救》院线+网络同步上线，“一日游”电影有救了！,娱乐
方腊只有八大天王，却能击杀过半梁山好汉，这到底是为何？,娱乐
同是公主抱胡歌刘亦菲在一起真配，刘亦菲看起来很苗条,娱乐
王丽坤开启浪漫戛纳之旅 身穿条纹上衣配牛仔短裙 魅力无限,娱乐
同样是生小孩，为什么孙怡和baby差别那么大？,娱乐
乾隆皇帝的第二个皇后乌拉那拉氏，为何遭到乾隆皇帝讨厌厌恶？,娱乐
范冰冰被老外认成李冰冰求签名 网友质疑：自己买托儿造话题,娱乐
范冰冰李宇春谁更出彩，有人知道张震这次是来干嘛的吗？,娱乐
安以轩亮相全场焦点，网友：真美，看得人心血来潮！,娱乐
娱乐圈这些模范情侣，让我又相信了爱情,娱乐
曾两次插足别人婚姻被TVB雪藏，无奈花旦断层又被重用演大制作！,娱乐
伊能静正为米粒做饭，秦昊突然抱着米粒开启秦式告白，这很暖心,娱乐
罗晋新剧演卧底演技爆发？两部剧霸屏是要逆袭了嘛？,娱乐
小周润发二岁，28岁走红，演过霸气大哥，已无当年之勇，这差距,娱乐
《跨界歌王3》开播！吴秀波徐静蕾实力开嗓，李菲儿粉丝却怒了？,娱乐
截至5月的全球榜：中国影片《红海行动》和《唐探2》被挤出前三强,娱乐
黄晓明晒与汶川地震儿童合影，可见公益不是假的,娱乐
吴尊日常生活近况，全家游迪士尼好欢乐，女儿大长腿，儿子索初吻,娱乐
马天宇和万茜吻戏顶多是喂水饺 和她才是真亲，闭着眼睛很享受,娱乐
张柏芝要结婚了，你会祝福她吗？,娱乐
"台湾""精日""组织被揭诈骗真面目 非法吸金至少3亿",娱乐
明星也爱吃棒棒糖，赵丽颖好甜，吴亦凡霸气，杨洋太魔性了,娱乐
十大古装美男，谁才是众望所归的男神？,娱乐
一部披着人工智能的伦理片《西部世界》第二季你看了吗,娱乐
华晨宇那么有才华，为什么这几年的名气却不大？,娱乐
什么样的脸才叫初恋脸？答案就在这里！,娱乐
独家：著名歌手Jessie J纯素颜现身洛杉矶,娱乐
时尚扫街·美国影星科洛·塞维尼，黑色连衣裙出门人字拖鞋抢镜,娱乐
既然复仇者联盟有惊奇队长，为何不早点让惊奇队长出山？,娱乐
刘亦菲走起高冷性感路线，以黑纱遮面，穿上低胸裙，让人眼前一亮,娱乐
赛螃蟹是怎么做的？,娱乐
你给人气花旦杨幂打多少分？,娱乐
从四川走向吉尼斯，谢娜丫鬟变女王全靠这位大佬提携！,娱乐
甜馨和妈妈李小璐穿母女装拍写真，化了妆的甜馨是这个样子的！,娱乐
有哪些演员性格和饰演角色反差特别大？,娱乐
卢靖姗红毯被批“腿粗”，本人回应太正能量了,娱乐
成龙改口决定不裸捐了，20亿财产给儿子一半，你怎么看？,娱乐
王子文晒聊天记录，半夜要助理陪她睡觉，工作室辟谣助理是女的,娱乐
分析冯提莫的走红之路，她真正成功的原因是什么？,娱乐
奚梦瑶机场狂秀马甲线，不料大鼻孔抢镜十足，网友：胸以下全是腿,娱乐
杨紫乔欣为蒋欣庆生是姐妹情深，刘涛王子文没有就是关系破裂？,娱乐
又一个“马大壮”诞生，黑白配马苏腿粗堪比马思纯,娱乐
郝蕾出席活动，网友：太凶狠了这条连衣裙！真会穿,娱乐
《后来的我们》：冰释前嫌只是一个美好的愿望,娱乐
赌王千金晒和周杰伦合照，手拿应援物，表情超羞涩,娱乐
护士出道戏红人不红，戏里惊艳戏外凉凉，还记得曾经的黄老师吗,娱乐
小龙女寻父事件后成龙首公开亮相 双手捂耳朵“不听不听”,娱乐
四部关注度很高的网剧：结爱排名靠后，第一越看越喜欢,娱乐
肩膀线条好看对女生来说到底有多重要？,娱乐
